Species,Formatted_species,Territorial,Oviposition type (endophytic vs exophytic),Flier vs percher,Mate guarding,Abundance,Oviposition,Temporary vs permanent oviposition site,"Description of lentic oviposition (lake, pond, ditch, pool, puddle)",Lentic size,"Description of lotic oviposition (river, stream)",Lotic vs lentic (breeding habitat),Courtship,Redlist category,Strength of territoriality (strong vs weak),Reference,Original source,Original source #2,Original source #3,Original source #4
Drepanosticta belyshevi,Drepanosticta_belyshevi,,,,,,,,,,,,,Endangered,,,,,,
Drepanosticta clados,Drepanosticta_clados,,,,,,,,,,,,,Endangered,,,,,,
Drepanosticta flavomaculata,Drepanosticta_flavomaculata,,,,,,,,,,,,,Least Concern,,,,,,
Drepanosticta furcata,Drepanosticta_furcata,,,,,,,,,,,,,Critically Endangered,,,,,,
Drepanosticta halterata,Drepanosticta_halterata,,,,,,,,,,,,,Vulnerable,,,,,,
Drepanosticta hamalaineni,Drepanosticta_hamalaineni,,,,,,,,,,,,,Endangered,,,,,,
Drepanosticta hermes,Drepanosticta_hermes,,,,,,,,,,,,,Endangered,,,,,,
Drepanosticta leonardi,Drepanosticta_leonardi,,,,,,,,,,,,,Endangered,,,,,,
Drepanosticta lestoides,Drepanosticta_lestoides,,,,,,,,,,,,,Vulnerable,,,,,,
Drepanosticta lymetta,Drepanosticta_lymetta,,,,,,,,,,,,,Endangered,,,,,,
Drepanosticta makilingia,Drepanosticta_makilingia,,,,,,,,,,,,,Critically Endangered,,,,,,
Drepanosticta malleus,Drepanosticta_malleus,,,,,,,,,,,,,Endangered,,,,,,
Drepanosticta megametta,Drepanosticta_megametta,,,,,,,,,,,,,Endangered,,,,,,
Drepanosticta moorei,Drepanosticta_moorei,,,,,,,,,,,,,Endangered,,,,,,
Drepanosticta mylitta,Drepanosticta_mylitta,,,,,,,,,,,,,Near Threatened,,,,,,
Drepanosticta myzouris,Drepanosticta_myzouris,,,,,,,,,,,,,Endangered,,,,,,
Drepanosticta philippa,Drepanosticta_philippa,,,,,,,,,,,,,Endangered,,,,,,
Drepanosticta pistor,Drepanosticta_pistor,,,,,,,,,,,,,Endangered,,,,,,
Drepanosticta quadricornu,Drepanosticta_quadricornu,,,,,,,,,,,,,Vulnerable,,,,,,
Drepanosticta sugbo,Drepanosticta_sugbo,,,,,,,,,,,,,Critically Endangered,,,,,,
Drepanosticta taurus,Drepanosticta_taurus,,,,,,,,,,,,,Endangered,,,,,,
Drepanosticta trachelocele,Drepanosticta_trachelocele,,,,,,,,,,,,,Endangered,,,,,,
Drepanosticta trimaculata,Drepanosticta_trimaculata,,,,,,,,,,,,,Critically Endangered,,,,,,
Drepanosticta wildermuthi,Drepanosticta_wildermuthi,,,,,,,,,,,,,Endangered,,,,,,
Protosticta lepteca,Protosticta_lepteca,,,,,,,,,,,,,Endangered,,,,,,
Sulcosticta pallida,Sulcosticta_pallida,,,,,,,,,,,,,Endangered,,,,,,
Sulcosticta sierramadrensis,Sulcosticta_sierramadrensis,,,,,,,,,,,,,Endangered,,,,,,
Sulcosticta vantoli,Sulcosticta_vantoli,,,,,,,,,,,,,Endangered,,,,,,
Sulcosticta viticula,Sulcosticta_viticula,,,,,,,,,,,,,Critically Endangered,,,,,,
Macromidia asahinai,Macromidia_asahinai,,,,,,,,,,,,,Endangered,,,,,,
Ceriagrion cerinorubellum,Ceriagrion_cerinorubellum,,,,,,,,,,,,,Least Concern,,,,,,
Rhinocypha pelops,Rhinocypha_pelops,,,,,,,,,,,,,Near Threatened,,,,,,
Mortonagrion arthuri,Mortonagrion_arthuri,,,,,,,,,,,,,Near Threatened,,,,,,
Calicnemia chaseni,Calicnemia_chaseni,,,,,,,,,,,,,Least Concern,,,,,,
Cnemisticta angustilobata,Cnemisticta_angustilobata,,,,,,,,,,,,,Data Deficient,,,,,,
Mortonagrion amoenum,Mortonagrion_amoenum,,,,,,,,,,,,,Vulnerable,,,,,,
Selysioneura cornelia,Selysioneura_cornelia,,,,,,,,,,,,,Data Deficient,,,,,,
Selysioneura rangifera,Selysioneura_rangifera,,,,,,,,,,,,,Data Deficient,,,,,,
Tanymecosticta leptalea,Tanymecosticta_leptalea,,,,,,,,,,,,,Data Deficient,,,,,,
Diplacina callirrhoe,Diplacina_callirrhoe,,,,,,,,,,,,,Least Concern,,,,,,
Huonia aruana,Huonia_aruana,,,,,,,,,,,,,Data Deficient,,,,,,
Lanthanusa bilineata,Lanthanusa_bilineata,,,,,,,,,,,,,Data Deficient,,,,,,
Lanthanusa donaldi,Lanthanusa_donaldi,,,,,,,,,,,,,Data Deficient,,,,,,
Lanthanusa lamberti,Lanthanusa_lamberti,,,,,,,,,,,,,Data Deficient,,,,,,
Lanthanusa sufficiens,Lanthanusa_sufficiens,,,,,,,,,,,,,Data Deficient,,,,,,
Arrhenocnemis sinuatipennis,Arrhenocnemis_sinuatipennis,,,,,,,,,,,,,Data Deficient,,,,,,
Neurobasis awamena,Neurobasis_awamena,,,,,,,,,,,,,Least Concern,,,,,,
Pseudagrion lorenzi,Pseudagrion_lorenzi,,,,,,,,,,,,,Least Concern,,,,,,
Procordulia artemis,Procordulia_artemis,,,,,,,,,,,,,Least Concern,,,,,,
Procordulia astridae,Procordulia_astridae,,,,,,,,,,,,,Least Concern,,,,,,
Procordulia rantemario,Procordulia_rantemario,,,,,,,,,,,,,Data Deficient,,,,,,
Procordulia sambawana,Procordulia_sambawana,,,,,,,,,,,,,Least Concern,,,,,,
Procordulia sylvia,Procordulia_sylvia,,,,,,,,,,,,,Data Deficient,,,,,,
Onychogomphus perplexus,Onychogomphus_perplexus,,,,,,,,,,,,,Data Deficient,,,,,,
Onychogomphus pollux,Onychogomphus_pollux,,,,,,,,,,,,,Data Deficient,,,,,,
Onychogomphus thienemanni,Onychogomphus_thienemanni,,,,,,,,,,,,,Near Threatened,,,,,,
Microtrigonia marsupialis,Microtrigonia_marsupialis,,,,,,,,,,,,,Data Deficient,,,,,,
Hemicordulia cyclopica,Hemicordulia_cyclopica,,,,,,,,,,,,,Data Deficient,,,,,,
Hemicordulia eduardi,Hemicordulia_eduardi,,,,,,,,,,,,,Data Deficient,,,,,,
Hemicordulia teramotoi,Hemicordulia_teramotoi,,,,,,,,,,,,,Data Deficient,,,,,,
Diplacina dioxippe,Diplacina_dioxippe,,,,,,,,,,,,,Least Concern,,,,,,
Diplacina hippolyte,Diplacina_hippolyte,,,,,,,,,,,,,Least Concern,,,,,,
Diplacina merope,Diplacina_merope,,,,,,,,,,,,,Data Deficient,,,,,,
Diplacina persephone,Diplacina_persephone,,,,,,,,,,,,,Vulnerable,,,,,,
Drepanosticta emtrai,Drepanosticta_emtrai,,,,,,,,,,,,,Endangered,,,,,,
Huonia thalassophila,Huonia_thalassophila,,,,,,,,,,,,,Data Deficient,,,,,,
Macromia astarte,Macromia_astarte,,,,,,,,,,,,,Data Deficient,,,,,,
Macromia celebica,Macromia_celebica,,,,,,,,,,,,,Data Deficient,,,,,,
Macromia chalciope,Macromia_chalciope,,,,,,,,,,,,,Data Deficient,,,,,,
Macromia dione,Macromia_dione,,,,,,,,,,,,,Data Deficient,,,,,,
Aciagrion feuerborni,Aciagrion_feuerborni,,,,,,,,,,,,,Data Deficient,,,,,,
Aciagrion tonsillare,Aciagrion_tonsillare,,,,,,,,,,,,,Data Deficient,,,,,,
Argiocnemis ensifera,Argiocnemis_ensifera,,,,,,,,,,,,,Least Concern,,,,,,
Austroallagma sagittiferum,Austroallagma_sagittiferum,,,,,,,,,,,,,Data Deficient,,,,,,
Ceriagrion batjanum,Ceriagrion_batjanum,,,,,,,,,,,,,Data Deficient,,,,,,
Ceriagrion hoogerwerfi,Ceriagrion_hoogerwerfi,,,,,,,,,,,,,Data Deficient,,,,,,
Ceriagrion inaequale,Ceriagrion_inaequale,,,,,,,,,,,,,Data Deficient,,,,,,
Ischnura ariel,Ischnura_ariel,,,,,,,,,,,,,Data Deficient,,,,,,
Ischnura armeniaca,Ischnura_armeniaca,,,,,,,,,,,,,Data Deficient,,,,,,
Ischnura isoetes,Ischnura_isoetes,,,,,,,,,,,,,Least Concern,,,,,,
Ischnura oreada,Ischnura_oreada,,,,,,,,,,,,,Data Deficient,,,,,,
Ischnura stueberi,Ischnura_stueberi,,,,,,,,,,,,,Data Deficient,,,,,,
Ischnura xanthocyane,Ischnura_xanthocyane,,,,,,,,,,,,,Data Deficient,,,,,,
Papuagrion carcharodon,Papuagrion_carcharodon,,,,,,,,,,,,,Data Deficient,,,,,,
Papuagrion corruptum,Papuagrion_corruptum,,,,,,,,,,,,,Vulnerable,,,,,,
Papuagrion digitiferum,Papuagrion_digitiferum,,,,,,,,,,,,,Least Concern,,,,,,
Papuagrion flavipedum,Papuagrion_flavipedum,,,,,,,,,,,,,Data Deficient,,,,,,
Papuagrion flavithorax,Papuagrion_flavithorax,,,,,,,,,,,,,Data Deficient,,,,,,
Papuagrion insulare,Papuagrion_insulare,,,,,,,,,,,,,Data Deficient,,,,,,
Papuagrion laminatum,Papuagrion_laminatum,,,,,,,,,,,,,Vulnerable,,,,,,
Papuagrion maribori,Papuagrion_maribori,,,,,,,,,,,,,Data Deficient,,,,,,
Papuagrion pandanicolum,Papuagrion_pandanicolum,,,,,,,,,,,,,Data Deficient,,,,,,
Papuagrion parameles,Papuagrion_parameles,,,,,,,,,,,,,Data Deficient,,,,,,
Papuagrion pesechem,Papuagrion_pesechem,,,,,,,,,,,,,Data Deficient,,,,,,
Papuagrion prothoracale,Papuagrion_prothoracale,,,,,,,,,,,,,Least Concern,,,,,,
Teinobasis albula,Teinobasis_albula,,,,,,,,,,,,,Data Deficient,,,,,,
Teinobasis fulgens,Teinobasis_fulgens,,,,,,,,,,,,,Data Deficient,,,,,,
Teinobasis alternans,Teinobasis_alternans,,,,,,,,,,,,,Vulnerable,,,,,,
Teinobasis metallica,Teinobasis_metallica,,,,,,,,,,,,,Data Deficient,,,,,,
Teinobasis serena,Teinobasis_serena,,,,,,,,,,,,,Least Concern,,,,,,
Teinobasis stigmatizans,Teinobasis_stigmatizans,,,,,,,,,,,,,Data Deficient,,,,,,
Orientogomphus aemulus,Orientogomphus_aemulus,,,,,,,,,,,,,Vulnerable,,,,,,
Paragomphus aquila,Paragomphus_aquila,,,,,,,,,,,,,Data Deficient,,,,,,
Paragomphus flavohamatus,Paragomphus_flavohamatus,,,,,,,,,,,,,Data Deficient,,,,,,
Platylestes pertinax,Platylestes_pertinax,,,,,,,,,,,,,Data Deficient,,,,,,
Diplacina clymene,Diplacina_clymene,,,,,,,,,,,,,Data Deficient,,,,,,
Nannophlebia ampycteria,Nannophlebia_ampycteria,,,,,,,,,,,,,Least Concern,,,,,,
Nannophlebia antiacantha,Nannophlebia_antiacantha,,,,,,,,,,,,,Data Deficient,,,,,,
Orthetrum signiferum,Orthetrum_signiferum,,,,,,,,,,,,,Data Deficient,,,,,,
Macromia euphrosyne,Macromia_euphrosyne,,,,,,,,,,,,,Data Deficient,,,,,,
Macromia eurynome,Macromia_eurynome,,,,,,,,,,,,,Data Deficient,,,,,,
Macromia gerstaeckeri,Macromia_gerstaeckeri,,,,,,,,,,,,,Least Concern,,,,,,
Macromia hermione,Macromia_hermione,,,,,,,,,,,,,Data Deficient,,,,,,
Macromia holthuisi,Macromia_holthuisi,,,,,,,,,,,,,Least Concern,,,,,,
Macromia jucunda,Macromia_jucunda,,,,,,,,,,,,,Data Deficient,,,,,,
Macromia melpomene,Macromia_melpomene,,,,,,,,,,,,,Least Concern,,,,,,
Macromia polyhymnia,Macromia_polyhymnia,,,,,,,,,,,,,Data Deficient,,,,,,
Macromia terpsichore,Macromia_terpsichore,,,,,,,,,,,,,Least Concern,,,,,,
Calicnemia rectangulata,Calicnemia_rectangulata,,,,,,,,,,,,,Vulnerable,,,,,,
Coeliccia sameerae,Coeliccia_sameerae,,,,,,,,,,,,,Vulnerable,,,,,,
Yunnanosticta cyaneocollaris,Yunnanosticta_cyaneocollaris,,,,,,,,,,,,,Data Deficient,,,,,,
Yunnanosticta wilsoni,Yunnanosticta_wilsoni,,,,,,,,,,,,,Data Deficient,,,,,,
Idionyx laidlawi,Idionyx_laidlawi,,,,,,,,,,,,,Data Deficient,,,,,,
Palaeosynthemis cervula,Palaeosynthemis_cervula,,,,,,,,,,,,,Least Concern,,,,,,
Palaeosynthemis feronia,Palaeosynthemis_feronia,,,,,,,,,,,,,Least Concern,,,,,,
Palaeosynthemis gracilenta,Palaeosynthemis_gracilenta,,,,,,,,,,,,,Least Concern,,,,,,
Palaeosynthemis kimminsi,Palaeosynthemis_kimminsi,,,,,,,,,,,,,Data Deficient,,,,,,
Palaeosynthemis wollastoni,Palaeosynthemis_wollastoni,,,,,,,,,,,,,Data Deficient,,,,,,
Neurothemis papuensis,Neurothemis_papuensis,,,,,,,,,,,,,Least Concern,,,,,,
Ischnura lorentzi,Ischnura_lorentzi,,,,,,,,,,,,,Data Deficient,,,,,,
Coeliccia satoi,Coeliccia_satoi,,,,,,,,,,,,,Data Deficient,,,,,,
Macromia fulgidifrons,Macromia_fulgidifrons,,,,,,,,,,,,,Data Deficient,,,,,,
Philosina buchi,Philosina_buchi,,,,,,,,,,,,,Least Concern,,,,,,
Indocypha katharina,Indocypha_katharina,,,,,,,,,,,,,Least Concern,,,,,,
Sieboldius alexanderi,Sieboldius_alexanderi,,,,,,,,,,,,,Least Concern,,,,,,
Nihonogomphus semanticus,Nihonogomphus_semanticus,,,,,,,,,,,,,Least Concern,,,,,,
Sinolestes editus,Sinolestes_editus,,,,,,,,,,,,,Least Concern,,,,,,
Anisopleura yunnanensis,Anisopleura_yunnanensis,,,,,,,,,,,,,Data Deficient,,,,,,
Euthygomphus wuzhishanus,Euthygomphus_wuzhishanus,,,,,,,,,,,,,Data Deficient,,,,,,
Leptogomphus hongkongensis,Leptogomphus_hongkongensis,,,,,,,,,,,,,Least Concern,,,,,,
Megalestes omeiensis,Megalestes_omeiensis,,,,,,,,,,,,,Data Deficient,,,,,,
Megalestes riccii,Megalestes_riccii,,,,,,,,,,,,,Least Concern,,,,,,
Caliphaea consimilis,Caliphaea_consimilis,,,,,,,,,,,,,Least Concern,,,,,,
Bayadera forcipata,Bayadera_forcipata,,,,,,,,,,,,,Data Deficient,,,,,,
Burmagomphus collaris,Burmagomphus_collaris,,,,,,,,,,,,,Least Concern,,,,,,
Lamelligomphus choui,Lamelligomphus_choui,,,,,,,,,,,,,Least Concern,,,,,,
Stylurus gaudens,Stylurus_gaudens,,,,,,,,,,,,,Data Deficient,,,,,,
Macromia beijingensis,Macromia_beijingensis,,,,,,,,,,,,,Data Deficient,,,,,,
Macromia hamata,Macromia_hamata,,,,,,,,,,,,,Least Concern,,,,,,
Melligomphus guangdongensis,Melligomphus_guangdongensis,,,,,,,,,,,,,Vulnerable,,,,,,
Nihonogomphus huangshaensis,Nihonogomphus_huangshaensis,,,,,,,,,,,,,Data Deficient,,,,,,
Nychogomphus flavicaudus,Nychogomphus_flavicaudus,,,,,,,,,,,,,Data Deficient,,,,,,
Orientogomphus armatus,Orientogomphus_armatus,,,,,,,,,,,,,Data Deficient,,,,,,
Philoganga robusta,Philoganga_robusta,,,,,,,,,,,,,Least Concern,,,,,,
Priscagrion pinheyi,Priscagrion_pinheyi,,,,,,,,,,,,,Data Deficient,,,,,,
Rhipidolestes fascia,Rhipidolestes_fascia,,,,,,,,,,,,,Data Deficient,,,,,,
Rhipidolestes jucundus,Rhipidolestes_jucundus,,,,,,,,,,,,,Data Deficient,,,,,,
Rhipidolestes laui,Rhipidolestes_laui,,,,,,,,,,,,,Data Deficient,,,,,,
Rhipidolestes lii,Rhipidolestes_lii,,,,,,,,,,,,,Data Deficient,,,,,,
Rhipidolestes nectans,Rhipidolestes_nectans,,,,,,,,,,,,,Least Concern,,,,,,
Rhipidolestes yangbingi,Rhipidolestes_yangbingi,,,,,,,,,,,,,Data Deficient,,,,,,
Sieboldius herculeus,Sieboldius_herculeus,,,,,,,,,,,,,Data Deficient,,,,,,
Sinocnemis dumonti,Sinocnemis_dumonti,,,,,,,,,,,,,Data Deficient,,,,,,
Sinocnemis henanese,Sinocnemis_henanese,,,,,,,,,,,,,Data Deficient,,,,,,
Sinocnemis yangbingi,Sinocnemis_yangbingi,,,,,,,,,,,,,Least Concern,,,,,,
Sinogomphus asahinai,Sinogomphus_asahinai,,,,,,,,,,,,,Data Deficient,,,,,,
Sympetrum nomurai,Sympetrum_nomurai,,,,,,,,,,,,,Data Deficient,,,,,,
Trigomphus carus,Trigomphus_carus,,,,,,,,,,,,,Data Deficient,,,,,,
Huonia oreophila,Huonia_oreophila,,,,,,,,,,,,,Least Concern,,,,,,
Nannophlebia biroi,Nannophlebia_biroi,,,,,,,,,,,,,Least Concern,,,,,,
Nannophlebia braueri,Nannophlebia_braueri,,,,,,,,,,,,,Data Deficient,,,,,,
Nannophlebia imitans,Nannophlebia_imitans,,,,,,,,,,,,,Data Deficient,,,,,,
Nannophlebia kalkmani,Nannophlebia_kalkmani,,,,,,,,,,,,,Data Deficient,,,,,,
Pseudagrion silaceum,Pseudagrion_silaceum,,,,,,,,,,,,,Least Concern,,,,,,
Macromia cydippe,Macromia_cydippe,,,,,,,,,,,,,Least Concern,,,,,,
Cryptophaea saukra,Cryptophaea_saukra,,,,,,,,,,,,,Vulnerable,,,,,,
Caliphaea angka,Caliphaea_angka,,,,,,,,,,,,,Vulnerable,,,,,,
Watanabeopetalia usignata,Watanabeopetalia_usignata,,,,,,,,,,,,,Least Concern,,,,,,
Chlorogomphus kitawakii,Chlorogomphus_kitawakii,,,,,,,,,,,,,Vulnerable,,,,,,
Bayadera strigata,Bayadera_strigata,,,,,,,,,,,,,Endangered,,,,,,
Bayadera serrata,Bayadera_serrata,,,,,,,,,,,,,Least Concern,,,,,,
Chlorogomphus daviesi,Chlorogomphus_daviesi,,,,,,,,,,,,,Data Deficient,,,,,,
Chlorogomphus yokoii,Chlorogomphus_yokoii,,,,,,,,,,,,,Least Concern,,,,,,
Cryptophaea yunnanensis,Cryptophaea_yunnanensis,,,,,,,,,,,,,Vulnerable,,,,,,
Podolestes pandanus,Podolestes_pandanus,,,,,,,,,,,,,Endangered,,,,,,
Dysphaea haomiao,Dysphaea_haomiao,,,,,,,,,,,,,Least Concern,,,,,,
Euphaea ornata,Euphaea_ornata,,,,,,,,,,,,,Least Concern,,,,,,
Atrocalopteryx fasciata,Atrocalopteryx_fasciata,,,,,,,,,,,,,Data Deficient,,,,,,
Echo candens,Echo_candens,,,,,,,,,,,,,Endangered,,,,,,
Echo perornata,Echo_perornata,,,,,,,,,,,,,Data Deficient,,,,,,
Matrona annina,Matrona_annina,,,,,,,,,,,,,Endangered,,,,,,
Matrona corephaea,Matrona_corephaea,,,,,,,,,,,,,Vulnerable,,,,,,
Matrona mazu,Matrona_mazu,,,,,,,,,,,,,Least Concern,,,,,,
Matrona oreades,Matrona_oreades,,,,,,,,,,,,,Vulnerable,,,,,,
Chlorogomphus auripennis,Chlorogomphus_auripennis,,,,,,,,,,,,,Vulnerable,,,,,,
Chlorogomphus hiten,Chlorogomphus_hiten,,,,,,,,,,,,,Least Concern,,,,,,
Chlorogomphus infuscatus,Chlorogomphus_infuscatus,,,,,,,,,,,,,Near Threatened,,,,,,
Chlorogomphus piaoacensis,Chlorogomphus_piaoacensis,,,,,,,,,,,,,Vulnerable,,,,,,
Chlorogomphus urolobatus,Chlorogomphus_urolobatus,,,,,,,,,,,,,Vulnerable,,,,,,
Chlorogomphus usudai,Chlorogomphus_usudai,,,,,,,,,,,,,Near Threatened,,,,,,
Bayadera hatvan,Bayadera_hatvan,,,,,,,,,,,,,Least Concern,,,,,,
Bayadera kirbyi,Bayadera_kirbyi,,,,,,,,,,,,,Vulnerable,,,,,,
Anisogomphus resortus,Anisogomphus_resortus,,,,,,,,,,,,,Data Deficient,,,,,,
Burmagomphus apricus,Burmagomphus_apricus,,,,,,,,,,,,,Data Deficient,,,,,,
Burmagomphus dentatus,Burmagomphus_dentatus,,,,,,,,,,,,,Data Deficient,,,,,,
Burmagomphus latescens,Burmagomphus_latescens,,,,,,,,,,,,,Data Deficient,,,,,,
Burmagomphus magnus,Burmagomphus_magnus,,,,,,,,,,,,,Least Concern,,,,,,
Stylurus amicus,Stylurus_amicus,,,,,,,,,,,,,Least Concern,,,,,,
Stylurus erectocornus,Stylurus_erectocornus,,,,,,,,,,,,,Data Deficient,,,,,,
Stylurus nobilis,Stylurus_nobilis,,,,,,,,,,,,,Data Deficient,,,,,,
Stylurus placidus,Stylurus_placidus,,,,,,,,,,,,,Data Deficient,,,,,,
Hemicordulia edai,Hemicordulia_edai,,,,,,,,,,,,,Least Concern,,,,,,
Drepanosticta elongata,Drepanosticta_elongata,,,,,,,,,,,,,Near Threatened,,,,,,
Drepanosticta zhoui,Drepanosticta_zhoui,,,,,,,,,,,,,Least Concern,,,,,,
Aristocypha aino,Aristocypha_aino,,,,,,,,,,,,,Least Concern,,,,,,
Indocypha catopta,Indocypha_catopta,,,,,,,,,,,,,Data Deficient,,,,,,
Anisopleura pelecyphora,Anisopleura_pelecyphora,,,,,,,,,,,,,Data Deficient,,,,,,
Agriomorpha xinglongensis,Agriomorpha_xinglongensis,,,,,,,,,,,,,Near Threatened,,,,,,
Sinosticta sylvatica,Sinosticta_sylvatica,,,,,,,,,,,,,Near Threatened,,,,,,
Sinosticta hainanense,Sinosticta_hainanense,,,,,,,,,,,,,Near Threatened,,,,,,
Coeliccia hainanense,Coeliccia_hainanense,,,,,,,,,,,,,Least Concern,,,,,,
Asiagomphus cuneatus,Asiagomphus_cuneatus,,,,,,,,,,,,,Least Concern,,,,,,
Asiagomphus giza,Asiagomphus_giza,,,,,,,,,,,,,Data Deficient,,,,,,
Asiagomphus motuoensis,Asiagomphus_motuoensis,,,,,,,,,,,,,Data Deficient,,,,,,
Lamelligomphus annakarlorum,Lamelligomphus_annakarlorum,,,,,,,,,,,,,Endangered,,,,,,
Trigomphus hainanensis,Trigomphus_hainanensis,,,,,,,,,,,,,Data Deficient,,,,,,
Somatochlora shennong,Somatochlora_shennong,,,,,,,,,,,,,Data Deficient,,,,,,
Teinobasis alluaudi,Teinobasis_alluaudi,,,,,,,,,,,,,Least Concern,,,,,,
Sieboldius maai,Sieboldius_maai,,,,,,,,,,,,,Data Deficient,,,,,,
Gomphidia kruegeri,Gomphidia_kruegeri,,,,,,,,,,,,,Least Concern,,,,,,
Aphylla williamsoni,Aphylla_williamsoni,,,,,,,,,,,,,Least Concern,,,,,,
Telebasis byersi,Telebasis_byersi,,,,,,,,,,,,,Least Concern,,,,,,
Perilestes fragilis,Perilestes_fragilis,,,,,,,,,,,,,Least Concern,,,,,,
Perissolestes guianensis,Perissolestes_guianensis,,,,,,,,,,,,,Data Deficient,,,,,,
Andaeschna occidentalis,Andaeschna_occidentalis,,,,,,,,,,,,,Least Concern,,,,,,
Acanthagrion marinae,Acanthagrion_marinae,,,,,,,,,,,,,Vulnerable,,,,,,
Aceratobasis macilenta,Aceratobasis_macilenta,,,,,,,,,,,,,Least Concern,,,,,,
Argia acridens,Argia_acridens,,,,,,,,,,,,,Endangered,,,,,,
Argia cuspidata,Argia_cuspidata,,,,,,,,,,,,,Vulnerable,,,,,,
Argia philipi,Argia_philipi,,,,,,,,,,,,,Least Concern,,,,,,
Argia selysi,Argia_selysi,,,,,,,,,,,,,Least Concern,,,,,,
Argia tennesseni,Argia_tennesseni,,,,,,,,,,,,,Least Concern,,,,,,
Austrotepuibasis alvarengai,Austrotepuibasis_alvarengai,,,,,,,,,,,,,Data Deficient,,,,,,
Austrotepuibasis demarmelsi,Austrotepuibasis_demarmelsi,,,,,,,,,,,,,Data Deficient,,,,,,
Austrotepuibasis manolisi,Austrotepuibasis_manolisi,,,,,,,,,,,,,Data Deficient,,,,,,
Idioneura celioi,Idioneura_celioi,,,,,,,,,,,,,Data Deficient,,,,,,
Ischnura solitaria,Ischnura_solitaria,,,,,,,,,,,,,Critically Endangered,,,,,,
Leptagrion aculeatum,Leptagrion_aculeatum,,,,,,,,,,,,,Least Concern,,,,,,
Leptagrion dispar,Leptagrion_dispar,,,,,,,,,,,,,Data Deficient,,,,,,
Leptagrion elongatum,Leptagrion_elongatum,,,,,,,,,,,,,Least Concern,,,,,,
Leptagrion porrectum,Leptagrion_porrectum,,,,,,,,,,,,,Least Concern,,,,,,
Leptagrion siqueirai,Leptagrion_siqueirai,,,,,,,,,,,,,Data Deficient,,,,,,
Leptobasis raineyi,Leptobasis_raineyi,,,,,,,,,,,,,Data Deficient,,,,,,
Mesoleptobasis cyanolineata,Mesoleptobasis_cyanolineata,,,,,,,,,,,,,Data Deficient,,,,,,
Neoneura angelensis,Neoneura_angelensis,,,,,,,,,,,,,Least Concern,,,,,,
Neoneura joana,Neoneura_joana,,,,,,,,,,,,,Least Concern,,,,,,
Neoneura mariana,Neoneura_mariana,,,,,,,,,,,,,Least Concern,,,,,,
Neoneura myrthea,Neoneura_myrthea,,,,,,,,,,,,,Least Concern,,,,,,
Platystigma humaita,Platystigma_humaita,,,,,,,,,,,,,Data Deficient,,,,,,
Platystigma minimum,Platystigma_minimum,,,,,,,,,,,,,Data Deficient,,,,,,
Platystigma quadratum,Platystigma_quadratum,,,,,,,,,,,,,Data Deficient,,,,,,
Telebasis bastiaani,Telebasis_bastiaani,,,,,,,,,,,,,Least Concern,,,,,,
Telebasis carvalhoi,Telebasis_carvalhoi,,,,,,,,,,,,,Endangered,,,,,,
Telebasis erythrina,Telebasis_erythrina,,,,,,,,,,,,,Data Deficient,,,,,,
Telebasis igapocola,Telebasis_igapocola,,,,,,,,,,,,,Least Concern,,,,,,
Telebasis leptocyclia,Telebasis_leptocyclia,,,,,,,,,,,,,Data Deficient,,,,,,
Telebasis simulata,Telebasis_simulata,,,,,,,,,,,,,Least Concern,,,,,,
Tuberculobasis mammilaris,Tuberculobasis_mammilaris,,,,,,,,,,,,,Least Concern,,,,,,
Aeschnosoma auripennis,Aeschnosoma_auripennis,,,,,,,,,,,,,Least Concern,,,,,,
Aeschnosoma elegans,Aeschnosoma_elegans,,,,,,,,,,,,,Data Deficient,,,,,,
Aeschnosoma hamadae,Aeschnosoma_hamadae,,,,,,,,,,,,,Least Concern,,,,,,
Aeschnosoma heliophila,Aeschnosoma_heliophila,,,,,,,,,,,,,Data Deficient,,,,,,
Aeschnosoma louissiriusi,Aeschnosoma_louissiriusi,,,,,,,,,,,,,Data Deficient,,,,,,
Aeschnosoma marizae,Aeschnosoma_marizae,,,,,,,,,,,,,Least Concern,,,,,,
Aeschnosoma pseudoforcipula,Aeschnosoma_pseudoforcipula,,,,,,,,,,,,,Data Deficient,,,,,,
Navicordulia errans,Navicordulia_errans,,,,,,,,,,,,,Least Concern,,,,,,
Navicordulia nitens,Navicordulia_nitens,,,,,,,,,,,,,Data Deficient,,,,,,
Navicordulia tumucurakensis,Navicordulia_tumucurakensis,,,,,,,,,,,,,Data Deficient,,,,,,
Navicordulia vagans,Navicordulia_vagans,,,,,,,,,,,,,Data Deficient,,,,,,
Cacoides latro,Cacoides_latro,,,,,,,,,,,,,Least Concern,,,,,,
Idiogomphoides demoulini,Idiogomphoides_demoulini,,,,,,,,,,,,,Data Deficient,,,,,,
Idiogomphoides ictinia,Idiogomphoides_ictinia,,,,,,,,,,,,,Data Deficient,,,,,,
Melanocacus interioris,Melanocacus_interioris,,,,,,,,,,,,,Data Deficient,,,,,,
Peruviogomphus bellei,Peruviogomphus_bellei,,,,,,,,,,,,,Data Deficient,,,,,,
Phyllocycla armata,Phyllocycla_armata,,,,,,,,,,,,,Least Concern,,,,,,
Phyllocycla bartica,Phyllocycla_bartica,,,,,,,,,,,,,Least Concern,,,,,,
Phyllocycla brasilia,Phyllocycla_brasilia,,,,,,,,,,,,,Data Deficient,,,,,,
